,image,x,y,w,h,label
3751,hand0176.jpg,32,151,59,52,11
3752,hand0177.jpg,31,145,61,54,11
3753,hand0178.jpg,34,138,62,53,11
3754,hand0179.jpg,36,126,61,57,11
3755,hand0180.jpg,40,119,62,58,11
3756,hand0181.jpg,41,113,64,64,11
3757,hand0182.jpg,42,107,62,65,11
3758,hand0183.jpg,43,102,62,63,11
3759,hand0184.jpg,44,96,60,62,11
3760,hand0185.jpg,46,89,64,66,11
3761,hand0186.jpg,48,84,66,68,11
3762,hand0187.jpg,51,81,64,69,11
3763,hand0188.jpg,55,76,63,67,11
3764,hand0189.jpg,59,74,61,66,11
3765,hand0190.jpg,64,70,58,68,11
3766,hand0191.jpg,68,69,59,67,11
3767,hand0192.jpg,74,65,58,70,11
3768,hand0193.jpg,78,64,58,71,11
3769,hand0194.jpg,81,63,57,71,11
3770,hand0195.jpg,82,66,60,68,11
3771,hand0196.jpg,84,68,58,68,11
3772,hand0197.jpg,85,71,58,70,11
3773,hand0198.jpg,85,74,57,68,11
3774,hand0199.jpg,85,79,58,63,11
3775,hand0200.jpg,87,81,59,64,11
3776,hand0201.jpg,91,85,58,64,11
3777,hand0202.jpg,94,89,57,62,11
3778,hand0203.jpg,98,94,56,59,11
3779,hand0204.jpg,98,97,62,62,11
3780,hand0205.jpg,102,100,61,59,11
3781,hand0206.jpg,106,109,60,55,11
3782,hand0207.jpg,113,111,58,58,11
3783,hand0208.jpg,118,112,57,56,11
3784,hand0209.jpg,123,115,60,55,11
3785,hand0210.jpg,130,119,58,56,11
3786,hand0211.jpg,134,123,58,54,11
3787,hand0212.jpg,139,121,56,53,11
3788,hand0213.jpg,146,120,55,55,11
3789,hand0214.jpg,156,119,52,53,11
3790,hand0215.jpg,164,118,48,51,11
3791,hand0216.jpg,169,115,50,52,11
3792,hand0217.jpg,176,112,46,55,11
3793,hand0218.jpg,177,110,52,59,11
3794,hand0219.jpg,184,110,47,54,11
3795,hand0220.jpg,188,105,48,58,11
3796,hand0221.jpg,196,102,45,57,11
3797,hand0222.jpg,203,100,45,57,11
3798,hand0223.jpg,210,97,42,57,11
3799,hand0224.jpg,213,94,45,61,11
3800,hand0225.jpg,216,99,44,58,11
3801,hand0226.jpg,218,96,44,56,11
3802,hand0227.jpg,220,97,45,58,11
3803,hand0228.jpg,223,98,44,59,11
3804,hand0229.jpg,227,102,42,57,11
3805,hand0230.jpg,224,106,46,55,11
3806,hand0231.jpg,224,109,44,61,11
3807,hand0232.jpg,220,109,47,62,11
3808,hand0233.jpg,221,112,45,62,11
3809,hand0234.jpg,221,115,44,61,11
3810,hand0235.jpg,222,118,44,60,11
3811,hand0236.jpg,222,121,44,60,11
3812,hand0238.jpg,223,125,44,59,11
3813,hand0239.jpg,223,128,44,58,11
3814,hand0240.jpg,224,131,43,58,11
3815,hand0241.jpg,224,134,43,57,11
3816,hand0242.jpg,225,138,43,56,11
3817,hand0243.jpg,225,141,43,56,11
3818,hand0244.jpg,226,144,43,55,11
3819,hand0245.jpg,227,148,43,55,11
3820,hand0246.jpg,150,69,47,53,11
3821,hand0247.jpg,149,68,47,53,11
3822,hand0248.jpg,149,68,47,53,11
3823,hand0249.jpg,149,68,47,53,11
3824,hand0250.jpg,148,67,47,53,11
3825,hand0251.jpg,148,67,47,53,11
3826,hand0252.jpg,148,67,48,54,11
3827,hand0253.jpg,150,64,47,54,11
3828,hand0254.jpg,152,62,47,55,11
3829,hand0255.jpg,154,59,47,56,11
3830,hand0256.jpg,156,57,47,57,11
3831,hand0257.jpg,158,54,46,58,11
3832,hand0258.jpg,160,52,46,59,11
3833,hand0259.jpg,162,49,46,60,11
3834,hand0260.jpg,164,47,46,61,11
3835,hand0261.jpg,166,45,46,62,11
3836,hand0262.jpg,170,47,45,61,11
3837,hand0263.jpg,175,49,45,61,11
3838,hand0264.jpg,179,51,45,61,11
3839,hand0265.jpg,184,54,44,61,11
3840,hand0266.jpg,188,56,44,61,11
3841,hand0267.jpg,193,58,44,61,11
3842,hand0268.jpg,197,61,43,61,11
3843,hand0269.jpg,202,63,43,61,11
3844,hand0270.jpg,206,65,43,61,11
3845,hand0271.jpg,211,68,43,61,11
3846,hand0272.jpg,214,71,44,59,11
3847,hand0273.jpg,217,75,45,57,11
3848,hand0274.jpg,220,78,46,56,11
3849,hand0275.jpg,223,82,47,54,11
3850,hand0276.jpg,227,86,48,53,11
3851,hand0277.jpg,227,90,47,50,11
3852,hand0278.jpg,228,94,46,47,11
3853,hand0279.jpg,228,98,45,44,11
3854,hand0280.jpg,229,103,44,42,11
3855,hand0281.jpg,221,101,44,41,11
3856,hand0282.jpg,213,99,45,41,11
3857,hand0283.jpg,205,97,45,40,11
3858,hand0284.jpg,197,95,46,40,11
3859,hand0285.jpg,189,89,45,40,11
3860,hand0286.jpg,181,84,44,40,11
3861,hand0287.jpg,173,78,44,40,11
3862,hand0288.jpg,165,73,43,40,11
3863,hand0289.jpg,157,67,42,40,11
3864,hand0290.jpg,150,62,42,40,11
3865,hand0291.jpg,141,57,41,40,11
3866,hand0292.jpg,132,52,40,41,11
3867,hand0293.jpg,123,48,40,41,11
3868,hand0294.jpg,114,43,39,42,11
3869,hand0295.jpg,105,39,39,43,11
3870,hand0296.jpg,98,39,39,43,11
3871,hand0297.jpg,91,39,40,43,11
3872,hand0298.jpg,85,39,40,44,11
3873,hand0299.jpg,78,39,41,44,11
3874,hand0300.jpg,72,39,42,45,11
3875,hand0301.jpg,65,37,45,50,11
3876,hand0302.jpg,58,36,49,55,11
3877,hand0303.jpg,51,35,52,60,11
3878,hand0304.jpg,44,34,56,65,11
3879,hand0305.jpg,37,33,60,70,11
3880,hand0306.jpg,41,38,60,69,11
3881,hand0307.jpg,45,43,60,69,11
3882,hand0308.jpg,49,48,60,68,11
3883,hand0309.jpg,53,53,60,68,11
3884,hand0310.jpg,71,54,56,68,11
3885,hand0311.jpg,89,56,53,69,11
3886,hand0312.jpg,107,58,49,70,11
3887,hand0313.jpg,125,60,46,71,11
3888,hand0314.jpg,143,62,42,72,11
3889,hand0315.jpg,162,64,39,73,11
3890,hand0316.jpg,171,66,38,72,11
3891,hand0317.jpg,181,68,37,71,11
3892,hand0318.jpg,190,70,37,71,11
3893,hand0319.jpg,200,72,36,70,11
3894,hand0320.jpg,210,74,36,70,11
3895,hand0321.jpg,215,78,36,69,11
3896,hand0322.jpg,209,78,37,68,11
3897,hand0323.jpg,209,80,37,67,11
3898,hand0324.jpg,209,83,38,66,11
3899,hand0325.jpg,201,79,41,66,11
3900,hand0326.jpg,194,76,44,67,11
3901,hand0327.jpg,186,73,47,67,11
3902,hand0328.jpg,179,70,50,68,11
3903,hand0329.jpg,171,67,53,68,11
3904,hand0330.jpg,164,64,57,69,11
3905,hand0331.jpg,154,58,57,67,11
3906,hand0332.jpg,145,52,58,66,11
3907,hand0333.jpg,135,46,58,64,11
3908,hand0334.jpg,126,40,59,63,11
3909,hand0335.jpg,120,38,58,62,11
3910,hand0336.jpg,115,37,58,61,11
3911,hand0337.jpg,110,36,57,61,11
3912,hand0338.jpg,105,35,57,60,11
3913,hand0339.jpg,100,34,57,60,11
3914,hand0340.jpg,108,35,54,62,11
3915,hand0341.jpg,117,37,52,65,11
3916,hand0342.jpg,125,39,50,67,11
3917,hand0343.jpg,134,41,48,70,11
3918,hand0344.jpg,148,47,44,68,11
3919,hand0345.jpg,162,53,41,66,11
3920,hand0346.jpg,177,60,38,64,11
3921,hand0347.jpg,186,64,39,62,11
3922,hand0348.jpg,195,69,41,60,11
3923,hand0349.jpg,205,74,43,59,11
3924,hand0350.jpg,209,79,42,58,11
3925,hand0351.jpg,214,84,41,57,11
3926,hand0352.jpg,219,90,40,56,11
3927,hand0353.jpg,221,93,41,53,11
3928,hand0354.jpg,224,97,42,50,11
3929,hand0355.jpg,227,101,43,47,11
3930,hand0356.jpg,230,105,44,44,11
3931,hand0357.jpg,229,108,44,43,11
3932,hand0358.jpg,228,111,45,42,11
3933,hand0359.jpg,227,114,45,42,11
3934,hand0360.jpg,226,117,46,41,11
3935,hand0361.jpg,225,120,46,41,11
3936,hand0362.jpg,224,123,47,40,11
3937,hand0363.jpg,223,127,48,40,11
3938,hand0364.jpg,217,122,52,40,11
3939,hand0365.jpg,212,118,56,41,11
3940,hand0366.jpg,206,113,60,42,11
3941,hand0367.jpg,201,109,64,43,11
3942,hand0369.jpg,190,98,68,47,11
3943,hand0370.jpg,180,88,72,52,11
3944,hand0371.jpg,169,78,76,57,11
3945,hand0372.jpg,159,68,80,62,11
3946,hand0373.jpg,153,62,75,63,11
3947,hand0374.jpg,147,56,71,64,11
3948,hand0375.jpg,141,50,66,65,11
3949,hand0376.jpg,135,45,62,66,11
3950,hand0377.jpg,128,45,59,64,11
3951,hand0378.jpg,121,46,56,63,11
3952,hand0379.jpg,114,46,53,61,11
3953,hand0380.jpg,107,47,50,60,11
3954,hand0381.jpg,99,47,48,60,11
3955,hand0382.jpg,94,51,47,60,11
3956,hand0383.jpg,95,53,45,60,11
3957,hand0384.jpg,97,56,44,60,11
3958,hand0385.jpg,104,60,42,63,11
3959,hand0386.jpg,111,64,41,66,11
3960,hand0387.jpg,118,69,40,69,11
3961,hand0388.jpg,129,73,41,66,11
3962,hand0389.jpg,141,77,43,64,11
3963,hand0390.jpg,153,81,45,62,11
3964,hand0391.jpg,177,86,43,63,11
3965,hand0392.jpg,201,92,42,64,11
3966,hand0393.jpg,210,101,42,57,11
3967,hand0394.jpg,219,111,43,50,11
3968,hand0395.jpg,228,121,44,43,11
3969,hand0396.jpg,228,122,43,41,11
3970,hand0397.jpg,228,124,43,39,11
3971,hand0398.jpg,228,125,43,37,11
3972,hand0399.jpg,229,127,43,35,11
3973,hand0400.jpg,232,129,42,34,11
3974,hand0401.jpg,237,128,41,34,11
3975,hand0402.jpg,241,129,40,33,11
3976,hand0403.jpg,244,132,40,33,11
3977,hand0404.jpg,241,131,39,33,11
3978,hand0405.jpg,236,127,38,32,11
3979,hand0406.jpg,229,123,37,32,11
3980,hand0407.jpg,223,116,37,32,11
3981,hand0408.jpg,210,106,36,33,11
3982,hand0409.jpg,201,95,36,34,11
3983,hand0410.jpg,190,86,36,35,11
3984,hand0411.jpg,183,78,36,36,11
3985,hand0412.jpg,179,67,36,37,11
3986,hand0413.jpg,173,60,36,38,11
3987,hand0414.jpg,171,53,36,38,11
3988,hand0415.jpg,173,48,36,38,11
3989,hand0416.jpg,175,43,36,38,11
3990,hand0417.jpg,185,44,36,38,11
3991,hand0418.jpg,189,41,37,38,11
3992,hand0419.jpg,197,45,37,36,11
3993,hand0420.jpg,206,49,37,35,11
3994,hand0421.jpg,214,53,38,34,11
3995,hand0422.jpg,223,57,38,33,11
3996,hand0423.jpg,232,61,39,32,11
3997,hand0424.jpg,242,66,38,32,11
3998,hand0425.jpg,247,69,37,33,11
3999,hand0426.jpg,248,74,37,34,11
4000,hand0427.jpg,249,72,36,35,11
4001,hand0428.jpg,247,70,36,36,11
4002,hand0429.jpg,242,67,36,35,11
4003,hand0430.jpg,237,65,36,35,11
4004,hand0431.jpg,233,63,36,34,11
4005,hand0432.jpg,228,60,36,34,11
4006,hand0433.jpg,223,58,36,33,11
4007,hand0434.jpg,219,56,37,33,11
4008,hand0435.jpg,209,53,36,34,11
4009,hand0436.jpg,199,51,35,35,11
4010,hand0437.jpg,189,48,34,36,11
4011,hand0438.jpg,179,46,33,37,11
4012,hand0439.jpg,170,44,33,39,11
4013,hand0440.jpg,158,43,33,39,11
4014,hand0441.jpg,147,42,33,39,11
4015,hand0442.jpg,135,42,34,39,11
4016,hand0443.jpg,124,41,34,39,11
4017,hand0444.jpg,113,41,35,40,11
4018,hand0445.jpg,103,41,35,40,11
4019,hand0446.jpg,94,41,36,41,11
4020,hand0447.jpg,84,41,37,41,11
4021,hand0448.jpg,75,41,38,42,11
4022,hand0449.jpg,66,41,39,43,11
4023,hand0450.jpg,64,44,38,43,11
4024,hand0451.jpg,62,48,38,44,11
4025,hand0452.jpg,60,51,38,45,11
4026,hand0453.jpg,59,55,38,46,11
4027,hand0454.jpg,63,64,38,47,11
4028,hand0455.jpg,68,74,39,48,11
4029,hand0456.jpg,72,83,40,49,11
4030,hand0457.jpg,77,93,41,50,11
4031,hand0458.jpg,82,101,40,49,11
4032,hand0459.jpg,87,110,40,49,11
4033,hand0460.jpg,92,119,39,49,11
4034,hand0461.jpg,97,128,39,49,11
4035,hand0462.jpg,96,127,40,50,11
4036,hand0463.jpg,96,127,41,52,11
4037,hand0464.jpg,95,127,42,54,11
4038,hand0465.jpg,95,127,44,56,11
4039,hand0466.jpg,98,124,44,58,11
4040,hand0467.jpg,101,121,44,60,11
4041,hand0468.jpg,104,118,44,62,11
4042,hand0469.jpg,107,116,44,64,11
4043,hand0470.jpg,110,117,43,62,11
4044,hand0471.jpg,113,118,42,60,11
4045,hand0472.jpg,116,120,41,59,11
4046,hand0473.jpg,119,121,40,57,11
4047,hand0474.jpg,122,123,40,56,11
4048,hand0475.jpg,121,119,42,57,11
4049,hand0476.jpg,120,115,44,59,11
4050,hand0477.jpg,119,111,46,60,11
4051,hand0478.jpg,119,108,49,62,11
4052,hand0479.jpg,120,104,49,62,11
4053,hand0480.jpg,122,101,49,62,11
4054,hand0481.jpg,123,97,49,62,11
4055,hand0482.jpg,125,94,50,62,11
4056,hand0483.jpg,128,92,49,61,11
4057,hand0484.jpg,132,91,48,61,11
4058,hand0485.jpg,136,89,47,60,11
4059,hand0486.jpg,140,88,47,60,11
4060,hand0487.jpg,143,86,46,60,11
4061,hand0488.jpg,147,85,45,59,11
4062,hand0489.jpg,151,83,44,59,11
4063,hand0490.jpg,157,84,44,59,11
4064,hand0491.jpg,158,80,44,59,11
4065,hand0492.jpg,159,81,45,59,11
4066,hand0493.jpg,158,79,45,60,11
4067,hand0494.jpg,156,76,46,60,11
4068,hand0495.jpg,153,73,46,61,11
4069,hand0496.jpg,144,73,47,61,11
4070,hand0497.jpg,136,72,48,62,11
4071,hand0498.jpg,128,71,48,61,11
4072,hand0499.jpg,121,70,48,60,11
4073,hand0500.jpg,113,70,49,59,11
4074,hand0501.jpg,106,69,49,58,11
4075,hand0502.jpg,99,69,50,58,11
4076,hand0503.jpg,94,67,50,57,11
4077,hand0504.jpg,94,67,50,57,11
4078,hand0505.jpg,96,67,50,57,11
4079,hand0507.jpg,97,70,50,57,11
4080,hand0508.jpg,99,69,50,57,11
4081,hand0509.jpg,103,68,50,57,11
4082,hand0510.jpg,104,68,50,57,11
4083,hand0511.jpg,105,68,50,57,11
4084,hand0512.jpg,106,68,50,57,11
4085,hand0513.jpg,105,68,52,59,11
4086,hand0514.jpg,104,69,54,61,11
4087,bird0000.jpg,450,91,30,36,12
4088,bird0001.jpg,447,98,30,36,12
4089,bird0002.jpg,444,101,30,36,12
4090,bird0003.jpg,437,104,30,36,12
4091,bird0004.jpg,430,108,30,36,12
4092,bird0005.jpg,428,110,30,36,12
4093,bird0006.jpg,424,110,30,36,12
4094,bird0007.jpg,414,112,30,36,12
4095,bird0008.jpg,413,112,30,36,12
4096,bird0009.jpg,411,113,30,36,12
4097,bird0010.jpg,409,116,30,36,12
4098,bird0011.jpg,403,115,30,36,12
4099,bird0012.jpg,404,120,30,36,12
4100,bird0013.jpg,401,120,30,36,12
4101,bird0014.jpg,397,122,30,36,12
4102,bird0015.jpg,400,127,30,36,12
4103,bird0016.jpg,398,127,30,36,12
4104,bird0017.jpg,396,130,30,36,12
4105,bird0018.jpg,395,134,30,36,12
4106,bird0019.jpg,394,135,30,36,12
4107,bird0020.jpg,394,141,30,36,12
4108,bird0021.jpg,389,141,30,36,12
4109,bird0022.jpg,389,141,30,36,12
4110,bird0023.jpg,388,143,30,36,12
4111,bird0024.jpg,388,143,30,36,12
4112,bird0025.jpg,387,143,30,36,12
4113,bird0026.jpg,384,141,30,36,12
4114,bird0027.jpg,381,141,30,36,12
4115,bird0028.jpg,381,141,30,36,12
4116,bird0029.jpg,381,136,30,36,12
4117,bird0030.jpg,381,136,30,36,12
4118,bird0031.jpg,381,136,30,36,12
4119,bird0032.jpg,379,136,30,36,12
4120,bird0033.jpg,379,137,30,36,12
4121,bird0034.jpg,378,135,30,36,12
4122,bird0035.jpg,376,138,30,36,12
4123,bird0036.jpg,377,139,30,36,12
4124,bird0037.jpg,375,140,30,36,12
4125,bird0038.jpg,374,140,30,36,12
4126,bird0039.jpg,375,141,30,36,12
4127,bird0040.jpg,375,142,30,36,12
4128,bird0041.jpg,373,143,30,36,12
4129,bird0042.jpg,374,144,30,36,12
4130,bird0043.jpg,374,145,30,36,12
4131,bird0044.jpg,373,146,30,36,12
4132,bird0045.jpg,373,148,30,36,12
4133,bird0046.jpg,373,149,30,36,12
4134,bird0047.jpg,374,149,30,36,12
4135,bird0048.jpg,371,149,30,36,12
4136,bird0049.jpg,374,149,30,36,12
4137,bird0050.jpg,373,149,30,36,12
4138,bird0051.jpg,374,154,30,36,12
4139,bird0052.jpg,374,154,30,36,12
4140,bird0053.jpg,374,155,30,36,12
4141,bird0054.jpg,375,157,30,36,12
4142,bird0055.jpg,375,157,30,36,12
4143,bird0056.jpg,375,161,30,36,12
4144,bird0057.jpg,375,161,30,36,12
4145,bird0058.jpg,375,161,30,36,12
4146,bird0059.jpg,378,165,30,36,12
4147,bird0060.jpg,380,164,30,36,12
4148,bird0061.jpg,380,164,30,36,12
4149,bird0062.jpg,380,164,30,36,12
4150,bird0063.jpg,381,163,30,36,12
4151,bird0064.jpg,382,167,30,36,12
4152,bird0065.jpg,383,168,30,36,12
4153,bird0066.jpg,382,168,30,36,12
4154,bird0067.jpg,383,169,30,36,12
4155,bird0068.jpg,383,173,30,36,12
4156,bird0069.jpg,383,174,30,36,12
4157,bird0070.jpg,386,174,30,36,12
4158,bird0071.jpg,383,174,30,36,12
4159,bird0072.jpg,383,176,30,36,12
4160,bird0073.jpg,383,176,30,36,12
4161,bird0074.jpg,383,176,30,36,12
4162,bird0075.jpg,383,176,30,36,12
4163,bird0076.jpg,383,176,30,36,12
4164,bird0077.jpg,383,178,30,36,12
4165,bird0078.jpg,383,178,30,36,12
4166,bird0079.jpg,380,179,30,36,12
4167,bird0080.jpg,380,181,30,36,12
4168,bird0081.jpg,380,181,30,36,12
4169,bird0082.jpg,379,182,30,36,12
4170,bird0083.jpg,379,182,30,36,12
4171,bird0084.jpg,379,182,30,36,12
4172,bird0085.jpg,379,182,30,36,12
4173,bird0086.jpg,378,184,30,36,12
4174,bird0087.jpg,378,184,30,36,12
4175,bird0088.jpg,378,184,30,36,12
4176,bird0089.jpg,375,183,30,36,12
4177,bird0090.jpg,375,183,30,36,12
4178,bird0091.jpg,375,183,30,36,12
4179,bird0092.jpg,375,183,30,36,12
4180,bird0093.jpg,375,183,30,36,12
4181,bird0094.jpg,375,183,30,36,12
4182,bird0095.jpg,372,184,30,36,12
4183,bird0096.jpg,371,185,30,36,12
4184,bird0097.jpg,371,185,30,36,12
4185,bird0098.jpg,370,185,30,36,12
4186,bird0099.jpg,370,187,30,36,12
4187,bird0100.jpg,369,187,30,36,12
4188,bird0101.jpg,369,187,30,36,12
4189,bird0102.jpg,367,185,30,36,12
4190,bird0103.jpg,367,185,30,36,12
4191,bird0104.jpg,367,185,30,36,12
4192,bird0105.jpg,364,185,30,36,12
4193,bird0106.jpg,363,186,30,36,12
4194,bird0107.jpg,363,186,30,36,12
4195,bird0108.jpg,362,186,30,36,12
4196,bird0109.jpg,362,186,30,36,12
4197,bird0110.jpg,358,186,30,36,12
4198,bird0111.jpg,358,185,30,36,12
4199,bird0112.jpg,358,185,30,36,12
4200,bird0113.jpg,357,185,30,36,12
4201,bird0114.jpg,356,186,30,36,12
4202,bird0115.jpg,356,186,30,36,12
4203,bird0116.jpg,356,186,30,36,12
4204,bird0117.jpg,355,185,30,36,12
4205,bird0118.jpg,355,185,30,36,12
4206,bird0119.jpg,353,182,30,36,12
4207,bird0120.jpg,353,182,30,36,12
4208,bird0121.jpg,352,181,30,36,12
4209,bird0122.jpg,352,181,30,36,12
4210,bird0123.jpg,352,185,30,36,12
4211,bird0124.jpg,350,182,30,36,12
4212,bird0125.jpg,350,182,30,36,12
4213,bird0126.jpg,350,181,30,36,12
4214,bird0127.jpg,349,179,30,36,12
4215,bird0128.jpg,349,179,30,36,12
4216,bird0129.jpg,345,181,30,36,12
4217,bird0130.jpg,344,180,30,36,12
4218,bird0131.jpg,345,177,30,36,12
4219,bird0132.jpg,345,176,30,36,12
4220,bird0133.jpg,345,176,30,36,12
4221,bird0134.jpg,345,176,30,36,12
4222,bird0135.jpg,345,174,30,36,12
4223,bird0136.jpg,345,172,30,36,12
4224,bird0137.jpg,344,171,30,36,12
4225,bird0138.jpg,344,169,30,36,12
4226,bird0139.jpg,343,168,30,36,12
4227,bird0140.jpg,341,166,30,36,12
4228,bird0141.jpg,341,166,30,36,12
4229,bird0142.jpg,340,164,30,36,12
4230,bird0143.jpg,339,163,30,36,12
4231,bird0144.jpg,339,163,30,36,12
4232,bird0145.jpg,339,163,30,36,12
4233,bird0146.jpg,339,163,30,36,12
4234,bird0147.jpg,339,163,30,36,12
4235,bird0148.jpg,339,163,30,36,12
4236,bird0149.jpg,339,163,30,36,12
4237,bird0150.jpg,339,163,30,36,12
4238,bird0151.jpg,339,163,30,36,12
4239,bird0152.jpg,339,163,30,36,12
4240,bird0153.jpg,339,163,30,36,12
4241,bird0154.jpg,339,163,30,36,12
4242,bird0155.jpg,339,163,30,36,12
4243,bird0156.jpg,339,163,30,36,12
4244,bird0157.jpg,339,163,30,36,12
4245,bird0158.jpg,339,163,30,36,12
4246,bird0159.jpg,339,163,30,36,12
4247,bird0160.jpg,339,163,30,36,12
4248,bird0161.jpg,339,163,30,36,12
4249,bird0162.jpg,339,163,30,36,12
4250,bird0163.jpg,339,163,30,36,12
4251,bird0164.jpg,339,163,30,36,12
4252,bird0165.jpg,339,163,30,36,12
4253,bird0166.jpg,339,163,30,36,12
4254,bird0167.jpg,339,163,30,36,12
4255,bird0168.jpg,339,163,30,36,12
4256,bird0169.jpg,339,163,30,36,12
4257,bird0170.jpg,339,163,30,36,12
4258,bird0171.jpg,339,163,30,36,12
4259,bird0172.jpg,339,163,30,36,12
4260,bird0173.jpg,339,163,30,36,12
4261,bird0174.jpg,339,163,30,36,12
4262,bird0175.jpg,339,163,30,36,12
4263,bird0176.jpg,339,163,30,36,12
4264,bird0177.jpg,339,163,30,36,12
4265,bird0178.jpg,339,163,30,36,12
4266,bird0179.jpg,339,163,30,36,12
4267,bird0180.jpg,345,161,30,36,12
4268,bird0181.jpg,344,158,30,36,12
4269,bird0182.jpg,345,157,30,36,12
4270,bird0183.jpg,349,157,30,36,12
4271,bird0184.jpg,349,157,30,36,12
4272,bird0185.jpg,349,156,30,36,12
4273,bird0186.jpg,349,156,30,36,12
4274,bird0187.jpg,348,152,30,36,12
4275,bird0188.jpg,348,152,30,36,12
4276,bird0189.jpg,348,153,30,36,12
4277,bird0190.jpg,348,153,30,36,12
4278,bird0192.jpg,348,153,30,36,12
4279,bird0193.jpg,348,153,30,36,12
4280,bird0194.jpg,348,151,30,36,12
4281,bird0195.jpg,348,151,30,36,12
4282,bird0196.jpg,348,147,30,36,12
4283,bird0197.jpg,348,147,30,36,12
4284,bird0198.jpg,348,147,30,36,12
4285,bird0199.jpg,348,147,30,36,12
4286,bird0200.jpg,348,147,30,36,12
4287,bird0201.jpg,348,147,30,36,12
4288,bird0202.jpg,348,147,30,36,12
4289,bird0203.jpg,348,145,30,36,12
4290,bird0204.jpg,348,145,30,36,12
4291,bird0205.jpg,348,145,30,36,12
4292,bird0206.jpg,350,136,30,36,12
4293,bird0207.jpg,350,136,30,36,12
4294,bird0208.jpg,349,139,30,36,12
4295,bird0209.jpg,350,139,30,36,12
4296,bird0210.jpg,350,139,30,36,12
4297,bird0211.jpg,351,137,30,36,12
4298,bird0212.jpg,348,134,30,36,12
4299,bird0213.jpg,348,134,30,36,12
4300,bird0214.jpg,348,133,30,36,12
4301,bird0215.jpg,348,133,30,36,12
4302,bird0216.jpg,349,131,30,36,12
4303,bird0217.jpg,348,130,30,36,12
4304,bird0218.jpg,348,130,30,36,12
4305,bird0219.jpg,348,125,30,36,12
4306,bird0220.jpg,348,123,30,36,12
4307,bird0221.jpg,348,122,30,36,12
4308,bird0222.jpg,348,123,30,36,12
4309,bird0223.jpg,349,122,30,36,12
4310,bird0224.jpg,348,120,30,36,12
4311,bird0225.jpg,348,119,30,36,12
4312,bird0226.jpg,350,114,30,36,12
4313,bird0227.jpg,349,115,30,36,12
4314,bird0228.jpg,349,115,30,36,12
4315,bird0229.jpg,350,113,30,36,12
4316,bird0230.jpg,350,112,30,36,12
4317,bird0231.jpg,350,112,30,36,12
4318,bird0232.jpg,350,112,30,36,12
4319,bird0233.jpg,347,108,30,36,12
4320,bird0234.jpg,349,109,30,36,12
4321,bird0235.jpg,349,109,30,36,12
4322,bird0236.jpg,349,109,30,36,12
4323,bird0237.jpg,349,109,30,36,12
4324,bird0238.jpg,349,109,30,36,12
4325,bird0239.jpg,349,109,30,36,12
4326,bird0240.jpg,349,109,30,36,12
4327,bird0241.jpg,349,109,30,36,12
4328,bird0242.jpg,349,109,30,36,12
4329,bird0243.jpg,346,106,30,36,12
4330,bird0244.jpg,348,104,30,36,12
4331,bird0245.jpg,348,102,30,36,12
4332,bird0246.jpg,348,98,30,36,12
4333,bird0247.jpg,348,97,30,36,12
4334,bird0248.jpg,348,97,30,36,12
4335,bird0249.jpg,348,92,30,36,12
4336,bird0250.jpg,348,87,30,36,12
4337,bird0251.jpg,348,81,30,36,12
4338,bird0252.jpg,351,73,30,36,12
4339,bird0253.jpg,358,67,30,36,12
4340,bird0254.jpg,361,63,30,36,12
4341,bird0255.jpg,362,62,30,36,12
4342,bird0256.jpg,364,61,30,36,12
4343,bird0257.jpg,374,57,30,36,12
4344,bird0258.jpg,383,49,30,36,12
4345,bird0259.jpg,383,47,30,36,12
4346,bird0260.jpg,394,42,30,36,12
4347,bird0261.jpg,399,40,30,36,12
4348,bird0262.jpg,404,36,30,36,12
4349,bird0263.jpg,414,35,30,36,12
4350,bird0264.jpg,421,36,30,36,12
4351,bird0265.jpg,429,36,30,36,12
4352,bird0266.jpg,436,36,30,36,12
4353,bird0267.jpg,441,39,30,36,12
4354,bird0268.jpg,451,43,30,36,12
4355,bird0269.jpg,457,47,30,36,12
4356,bird0270.jpg,469,51,30,36,12
4357,bird0271.jpg,477,55,30,36,12
4358,bird0272.jpg,484,61,30,36,12
4359,bird0273.jpg,486,65,30,36,12
4360,bird0274.jpg,492,70,30,36,12
4361,bird0275.jpg,501,79,30,36,12
4362,bird0276.jpg,508,82,30,36,12
4363,bird0277.jpg,512,90,30,36,12
4364,bird0278.jpg,514,95,30,36,12
4365,bird0279.jpg,523,103,30,36,12
4366,bird0280.jpg,528,108,30,36,12
4367,bird0281.jpg,529,116,30,36,12
4368,bird0282.jpg,529,125,30,36,12
4369,bird0283.jpg,537,132,30,36,12
4370,bird0284.jpg,537,138,30,36,12
4371,bird0285.jpg,544,144,30,36,12
4372,bird0286.jpg,546,154,30,36,12
4373,bird0287.jpg,547,161,30,36,12
4374,bird0288.jpg,554,175,30,36,12
4375,bird0289.jpg,552,180,30,36,12
4376,bird0290.jpg,556,181,30,36,12
4377,bird0291.jpg,557,190,30,36,12
4378,bird0292.jpg,557,206,30,36,12
4379,bird0293.jpg,558,216,30,36,12
4380,bird0294.jpg,559,218,30,36,12
4381,bird0295.jpg,561,224,30,36,12
4382,bird0296.jpg,561,236,30,36,12
4383,bird0297.jpg,563,241,30,36,12
4384,bird0298.jpg,562,251,30,36,12
4385,bird0299.jpg,563,254,30,36,12
